2.022010100000000000e+07,1.000000000000000000e+02,1.750000000000000000e+01,1.719999999999999929e+01
2.022010100000000000e+07,1.300000000000000000e+02,2.614999999999999858e+01,2.569999999999999929e+01
2.022010100000000000e+07,2.000000000000000000e+02,1.730000000000000071e+01,1.700000000000000000e+01
2.022010100000000000e+07,2.300000000000000000e+02,2.585000000000000142e+01,2.535000000000000142e+01
2.022010100000000000e+07,3.000000000000000000e+02,1.710000000000000142e+01,1.669999999999999929e+01
2.022010100000000000e+07,3.300000000000000000e+02,2.550000000000000000e+01,2.504999999999999716e+01
2.022010100000000000e+07,4.000000000000000000e+02,1.680000000000000071e+01,1.669999999999999929e+01
2.022010100000000000e+07,4.300000000000000000e+02,2.530000000000000071e+01,2.504999999999999716e+01
2.022010100000000000e+07,5.000000000000000000e+02,1.700000000000000000e+01,1.669999999999999929e+01
2.022010100000000000e+07,5.300000000000000000e+02,2.535000000000000142e+01,2.479999999999999716e+01
2.022010100000000000e+07,6.000000000000000000e+02,1.669999999999999929e+01,1.619999999999999929e+01
2.022010100000000000e+07,6.300000000000000000e+02,2.479999999999999716e+01,2.414999999999999858e+01
2.022010100000000000e+07,7.000000000000000000e+02,1.619999999999999929e+01,1.590000000000000036e+01
2.022010100000000000e+07,7.300000000000000000e+02,2.414999999999999858e+01,2.369999999999999929e+01
2.022010100000000000e+07,8.000000000000000000e+02,1.590000000000000036e+01,1.559999999999999964e+01
2.022010100000000000e+07,8.300000000000000000e+02,2.369999999999999929e+01,2.319999999999999929e+01
2.022010100000000000e+07,9.000000000000000000e+02,1.559999999999999964e+01,1.519999999999999929e+01
2.022010100000000000e+07,9.300000000000000000e+02,2.319999999999999929e+01,2.269999999999999929e+01
2.022010100000000000e+07,1.000000000000000000e+03,1.519999999999999929e+01,1.500000000000000000e+01
2.022010100000000000e+07,1.030000000000000000e+03,2.275000000000000000e+01,2.235000000000000142e+01
2.022010100000000000e+07,1.100000000000000000e+03,1.509999999999999964e+01,1.469999999999999929e+01
2.022010100000000000e+07,1.130000000000000000e+03,2.244999999999999929e+01,2.189999999999999858e+01
2.022010100000000000e+07,1.200000000000000000e+03,1.469999999999999929e+01,1.440000000000000036e+01
2.022010100000000000e+07,1.230000000000000000e+03,2.194999999999999929e+01,2.130000000000000071e+01
2.022010100000000000e+07,1.300000000000000000e+03,1.450000000000000000e+01,1.380000000000000071e+01
2.022010100000000000e+07,1.330000000000000000e+03,2.139999999999999858e+01,2.050000000000000000e+01
2.022010100000000000e+07,1.400000000000000000e+03,1.380000000000000071e+01,1.340000000000000036e+01
2.022010100000000000e+07,1.430000000000000000e+03,2.055000000000000071e+01,1.985000000000000142e+01
2.022010100000000000e+07,1.500000000000000000e+03,1.350000000000000000e+01,1.290000000000000036e+01
2.022010100000000000e+07,1.530000000000000000e+03,2.000000000000000000e+01,1.910000000000000142e+01
2.022010100000000000e+07,1.600000000000000000e+03,1.300000000000000000e+01,1.240000000000000036e+01
2.022010100000000000e+07,1.630000000000000000e+03,1.925000000000000000e+01,1.839999999999999858e+01
2.022010100000000000e+07,1.700000000000000000e+03,1.250000000000000000e+01,1.200000000000000000e+01
2.022010100000000000e+07,1.730000000000000000e+03,1.855000000000000071e+01,1.794999999999999929e+01
2.022010100000000000e+07,1.800000000000000000e+03,1.209999999999999964e+01,1.190000000000000036e+01
2.022010100000000000e+07,1.830000000000000000e+03,1.805000000000000071e+01,1.755000000000000071e+01
2.022010100000000000e+07,1.900000000000000000e+03,1.190000000000000036e+01,1.130000000000000071e+01
2.022010100000000000e+07,1.930000000000000000e+03,1.760000000000000142e+01,1.695000000000000284e+01
2.022010100000000000e+07,2.000000000000000000e+03,1.140000000000000036e+01,1.130000000000000071e+01
2.022010100000000000e+07,2.030000000000000000e+03,1.725000000000000000e+01,1.695000000000000284e+01
2.022010100000000000e+07,2.100000000000000000e+03,1.169999999999999929e+01,1.130000000000000071e+01
2.022010100000000000e+07,2.130000000000000000e+03,1.739999999999999858e+01,1.689999999999999858e+01
2.022010100000000000e+07,2.200000000000000000e+03,1.140000000000000036e+01,1.119999999999999929e+01
2.022010100000000000e+07,2.230000000000000000e+03,1.705000000000000071e+01,1.679999999999999716e+01
2.022010100000000000e+07,2.300000000000000000e+03,1.130000000000000071e+01,1.119999999999999929e+01
2.022010100000000000e+07,2.330000000000000000e+03,1.705000000000000071e+01,1.679999999999999716e+01
2.022010200000000000e+07,0.000000000000000000e+00,1.150000000000000000e+01,1.119999999999999929e+01
2.022010200000000000e+07,3.000000000000000000e+01,1.725000000000000000e+01,1.639999999999999858e+01
2.022010200000000000e+07,1.000000000000000000e+02,1.150000000000000000e+01,1.040000000000000036e+01
2.022010200000000000e+07,1.300000000000000000e+02,1.669999999999999929e+01,1.525000000000000000e+01
2.022010200000000000e+07,2.000000000000000000e+02,1.040000000000000036e+01,9.699999999999999289e+00
2.022010200000000000e+07,2.300000000000000000e+02,1.525000000000000000e+01,1.429999999999999893e+01
2.022010200000000000e+07,3.000000000000000000e+02,9.699999999999999289e+00,9.199999999999999289e+00
2.022010200000000000e+07,3.300000000000000000e+02,1.429999999999999893e+01,1.304999999999999893e+01
2.022010200000000000e+07,4.000000000000000000e+02,9.199999999999999289e+00,7.700000000000000178e+00
2.022010200000000000e+07,4.300000000000000000e+02,1.304999999999999893e+01,1.094999999999999929e+01
2.022010200000000000e+07,5.000000000000000000e+02,7.700000000000000178e+00,6.500000000000000000e+00
2.022010200000000000e+07,5.300000000000000000e+02,1.100000000000000000e+01,9.599999999999999645e+00
2.022010200000000000e+07,6.000000000000000000e+02,6.599999999999999645e+00,6.200000000000000178e+00
2.022010200000000000e+07,6.300000000000000000e+02,9.699999999999999289e+00,9.050000000000000711e+00
2.022010200000000000e+07,7.000000000000000000e+02,6.200000000000000178e+00,5.700000000000000178e+00
2.022010200000000000e+07,7.300000000000000000e+02,9.099999999999999645e+00,8.300000000000000711e+00
2.022010200000000000e+07,8.000000000000000000e+02,5.799999999999999822e+00,5.200000000000000178e+00
2.022010200000000000e+07,8.300000000000000000e+02,8.400000000000000355e+00,7.250000000000000000e+00
